Category,Product,College,Size,Selling Price,Units Sold,Cost Price,Month
Bags & Cases,Tote Bag,Rizvi College,15-inch,170,435,90.0,April
Gadgets,Powerbank,HR College,128GB,1070,242,960.0,October
Stationery,Pen Set,SIES,A4,90,476,60.0,April
Bags & Cases,College Pouch,Modern College,17-inch,710,284,370.0,June
Apparel,Jacket,RAIT,S,570,337,510.0,January
Bags & Cases,Tote Bag,Fr. Agnel,13-inch,880,449,690.0,July
Bags & Cases,Tote Bag,Mumbai University,15-inch,750,94,610.0,March
Bags & Cases,Tote Bag,VESIT,13-inch,380,265,220.0,August
Apparel,Sweatshirt,Modern College,S,750,179,640.0,September
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,15-inch,640,490,340.0,February
Accessories,College Badge,St. Xavier's Mumbai,Free Size,340,253,300.0,April
Bags & Cases,Tote Bag,KJ Somaiya,15-inch,340,272,200.0,March
Bags & Cases,Tote Bag,Sinhgad College,15-inch,460,368,400.0,November
Gadgets,Powerbank,RAIT,256GB,1010,31,720.0,June
Accessories,Shoes,HR College,UK8,190,233,160.0,July
Bags & Cases,Backpack,Fr. Agnel,17-inch,640,419,560.0,March
Bags & Cases,Laptop Bag,KJ Somaiya,13-inch,470,336,410.0,January
Stationery,Sticky Notes,PICT,A4,90,248,70.0,April
Stationery,Branded Notebook,St. Xavier's Mumbai,B5,90,19,80.0,April
Accessories,College Badge,HR College,Free Size,480,329,340.0,December
Stationery,Pen Set,Fr. Agnel,B5,150,192,110.0,October
Bags & Cases,College Pouch,RAIT,17-inch,600,77,490.0,March
Apparel,Jacket,DY Patil Pune,S,670,247,360.0,July
Apparel,Jacket,VIIT,S,570,463,430.0,October
Accessories,College Cap,MIT WPU,Adjustable,400,335,280.0,November
Gadgets,Powerbank,Wilson College,128GB,780,100,620.0,July
Stationery,Sticky Notes,COEP,B5,110,337,70.0,August
Accessories,College Cap,VIT Pune,Free Size,380,69,190.0,July
Apparel,Sweatshirt,Mumbai University,L,750,359,410.0,June
Accessories,Keychain,KJ Somaiya,Small,220,497,140.0,October
Apparel,Jacket,SKNCOE,M,370,72,310.0,February
Accessories,College Badge,SIES,Free Size,220,117,200.0,January
Accessories,College Cap,Bhavan's College,Large,100,476,60.0,November
Gadgets,Powerbank,VIIT,256GB,1410,417,880.0,December
Gadgets,Pendrive 32GB,DY Patil Pune,32GB,980,282,750.0,September
Accessories,Keychain,KJ Somaiya,Large,290,260,160.0,September
Gadgets,Wireless Mouse,COEP,64GB,700,370,420.0,September
Gadgets,Pendrive 32GB,SIES,32GB,1460,305,1080.0,August
Apparel,Jacket,KJ Somaiya,S,620,440,320.0,December
Accessories,College Cap,Sinhgad College,Large,190,64,140.0,May
Bags & Cases,Backpack,COEP,17-inch,780,72,610.0,January
Gadgets,Earphones,PICT,128GB,1140,15,830.0,June
Accessories,College Socks,Wilson College,Small,100,231,60.0,February
Bags & Cases,Laptop Bag,SIES,13-inch,1000,21,720.0,May
Stationery,Branded Notebook,SIES,A5,100,10,60.0,March
Gadgets,Powerbank,Bhavan's College,32GB,1470,411,1160.0,February
Stationery,Sticky Notes,Thakur College,A5,50,33,40.0,February
Accessories,Wrist Band,Thakur College,Adjustable,210,243,130.0,October
Stationery,Branded Notebook,Wilson College,A4,50,130,40.0,July
Gadgets,Earphones,Rizvi College,64GB,1420,422,1040.0,April
Apparel,College T-Shirt,DJ Sanghvi,L,580,55,300.0,September
Apparel,College T-Shirt,VIT Pune,M,550,482,300.0,August
Stationery,Pen Set,DJ Sanghvi,A4,140,256,110.0,November
Apparel,Hoodie,Sinhgad College,L,760,88,410.0,January
Bags & Cases,Backpack,Fr. Agnel,17-inch,860,398,510.0,July
Apparel,Sweatshirt,Mumbai University,L,710,213,410.0,February
Bags & Cases,Tote Bag,RAIT,17-inch,500,191,410.0,June
Stationery,Sticky Notes,Bhavan's College,A5,120,61,100.0,July
Apparel,Sweatshirt,St. Xavier's Mumbai,L,440,258,350.0,June
Stationery,Pen Set,Fr. Agnel,A5,60,103,30.0,July
Stationery,Folder,Sinhgad College,B5,140,334,90.0,October
Bags & Cases,Laptop Bag,Rizvi College,13-inch,300,392,240.0,April
Stationery,Sticky Notes,HR College,A4,100,343,60.0,October
Bags & Cases,College Pouch,VIIT,17-inch,540,253,400.0,October
Apparel,Hoodie,Mumbai University,S,660,432,580.0,July
Apparel,Sweatshirt,VIIT,L,460,305,350.0,December
Stationery,Pen Set,HR College,A5,110,32,70.0,May
Bags & Cases,Tote Bag,Fr. Agnel,15-inch,190,405,160.0,January
Stationery,Sticky Notes,VIT Pune,B5,90,271,50.0,April
Apparel,Sweatshirt,Mumbai University,L,580,92,380.0,April
Bags & Cases,Tote Bag,HR College,13-inch,240,240,180.0,November
Accessories,Keychain,SIES,Free Size,380,13,310.0,February
Stationery,Folder,Wilson College,B5,80,336,70.0,January
Bags & Cases,College Pouch,Rizvi College,17-inch,960,410,810.0,October
Accessories,Shoes,COEP,UK8,230,155,200.0,February
Gadgets,Powerbank,DY Patil Pune,32GB,860,432,450.0,November
Gadgets,Wireless Mouse,Rizvi College,128GB,1140,478,930.0,January
Accessories,College Socks,SKNCOE,Small,440,427,220.0,September
Apparel,College T-Shirt,Fr. Agnel,M,670,427,440.0,April
Accessories,College Cap,Bhavan's College,Free Size,60,13,50.0,May
Stationery,Branded Notebook,PICT,B5,130,113,110.0,July
Accessories,College Badge,SKNCOE,Large,280,108,250.0,January
Apparel,College T-Shirt,Sinhgad College,S,760,497,410.0,December
Apparel,College T-Shirt,VESIT,M,650,390,340.0,June
Bags & Cases,Backpack,Bharati Vidyapeeth,13-inch,380,500,300.0,February
Stationery,Branded Notebook,VIT Pune,A5,110,378,90.0,September
Accessories,Wrist Band,COEP,Small,350,479,220.0,February
Gadgets,Powerbank,VESIT,64GB,1280,500,800.0,February
Stationery,Pen Set,St. Xavier's Mumbai,A4,140,145,120.0,April
Gadgets,Wireless Mouse,PICT,32GB,1040,450,730.0,May
Stationery,Branded Notebook,Modern College,A5,150,277,90.0,September
Accessories,College Badge,AISSMS,Small,60,402,50.0,December
Gadgets,Powerbank,SIES,64GB,980,153,670.0,July
Apparel,College T-Shirt,SPIT,S,740,23,410.0,April
Gadgets,Earphones,MIT WPU,32GB,800,187,420.0,November
Stationery,Branded Notebook,St. Xavier's Mumbai,B5,90,468,50.0,July
Accessories,Wrist Band,Mumbai University,Small,420,94,250.0,September
Stationery,Branded Notebook,SKNCOE,B5,90,346,60.0,August
Stationery,Pen Set,SPIT,A4,80,486,60.0,August
Accessories,Wrist Band,PICT,Small,250,15,170.0,March
Stationery,Sticky Notes,Sinhgad College,A5,60,183,50.0,May
Apparel,Sweatshirt,PICT,L,760,479,630.0,July
Accessories,Wrist Band,NMIMS,Small,490,390,310.0,April
Apparel,Hoodie,PCCOE,S,480,415,330.0,November
Bags & Cases,College Pouch,Rizvi College,15-inch,560,58,330.0,June
Bags & Cases,Backpack,AISSMS,17-inch,980,111,680.0,January
Bags & Cases,Backpack,Modern College,15-inch,240,244,150.0,May
Stationery,Folder,VESIT,A4,140,425,80.0,April
Stationery,Pen Set,VIIT,A5,140,365,90.0,September
Bags & Cases,Tote Bag,NMIMS,13-inch,800,10,540.0,May
Stationery,Branded Notebook,Bharati Vidyapeeth,A5,100,472,80.0,February
Bags & Cases,Backpack,Modern College,15-inch,180,238,110.0,November
Stationery,Sticky Notes,VESIT,A5,80,245,50.0,May
Bags & Cases,College Pouch,Bhavan's College,15-inch,220,122,180.0,July
Apparel,College T-Shirt,NMIMS,M,370,259,250.0,April
Bags & Cases,Tote Bag,VESIT,15-inch,910,351,770.0,September
Gadgets,Earphones,Sinhgad College,32GB,900,196,690.0,February
Apparel,Jacket,PICT,L,650,275,490.0,January
Accessories,Wrist Band,Bharati Vidyapeeth,Adjustable,370,222,210.0,November
Apparel,Hoodie,VIT Pune,L,620,219,510.0,May
Stationery,Sticky Notes,PICT,B5,120,428,80.0,July
Bags & Cases,Tote Bag,DY Patil Pune,13-inch,410,457,270.0,May
Accessories,College Cap,DJ Sanghvi,Adjustable,460,155,400.0,February
Stationery,Pen Set,DJ Sanghvi,A4,60,280,30.0,November
Stationery,Folder,SKNCOE,A5,90,58,80.0,September
Apparel,Hoodie,Rizvi College,S,650,403,550.0,November
Bags & Cases,College Pouch,Thakur College,17-inch,410,415,320.0,May
Apparel,Hoodie,RAIT,S,510,10,270.0,September
Accessories,Shoes,Thakur College,UK9,220,218,120.0,February
Apparel,Jacket,St. Xavier's Mumbai,M,730,59,420.0,April
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,17-inch,360,89,200.0,October
Gadgets,Powerbank,Thakur College,128GB,600,209,410.0,February
Stationery,Branded Notebook,HR College,A4,140,290,100.0,January
Bags & Cases,College Pouch,DJ Sanghvi,17-inch,780,484,480.0,July
Accessories,College Badge,VIIT,Adjustable,390,107,210.0,December
Stationery,Branded Notebook,Sinhgad College,A4,50,147,30.0,August
Accessories,College Badge,COEP,Small,490,278,330.0,November
Bags & Cases,Laptop Bag,Rizvi College,13-inch,460,134,410.0,January
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,17-inch,670,456,370.0,November
Stationery,Branded Notebook,NMIMS,A5,120,298,100.0,September
Accessories,Keychain,Fr. Agnel,Large,50,406,30.0,August
Accessories,Keychain,Wilson College,Adjustable,440,305,240.0,May
Gadgets,Earphones,DY Patil Pune,64GB,890,282,570.0,January
Gadgets,Earphones,MIT WPU,128GB,1360,133,830.0,July
Bags & Cases,Tote Bag,VIT Pune,15-inch,360,277,280.0,November
Gadgets,Wireless Mouse,Fr. Agnel,64GB,1380,290,1130.0,October
Accessories,College Badge,DY Patil Pune,Large,490,266,400.0,November
Accessories,Shoes,SKNCOE,UK10,460,209,320.0,April
Accessories,Wrist Band,MIT WPU,Small,100,192,60.0,March
Accessories,Shoes,HR College,UK8,170,241,130.0,October
Accessories,Keychain,RAIT,Adjustable,380,380,230.0,May
Accessories,College Badge,PCCOE,Adjustable,260,336,130.0,October
Stationery,Pen Set,HR College,A4,80,238,50.0,March
Gadgets,Earphones,HR College,256GB,970,297,840.0,February
Accessories,Keychain,Bharati Vidyapeeth,Adjustable,450,96,260.0,February
Accessories,College Cap,MIT WPU,Small,430,311,220.0,January
Apparel,Jacket,Wilson College,L,750,52,540.0,December
Bags & Cases,College Pouch,NMIMS,17-inch,560,302,450.0,May
Apparel,Sweatshirt,Thakur College,M,700,388,490.0,June
Stationery,Branded Notebook,Bharati Vidyapeeth,A5,60,252,30.0,September
Apparel,College T-Shirt,VIT Pune,S,470,474,350.0,September
Bags & Cases,Laptop Bag,SKNCOE,13-inch,420,25,250.0,April
Apparel,Sweatshirt,NMIMS,M,560,406,290.0,July
Bags & Cases,Backpack,COEP,13-inch,900,280,770.0,October
Accessories,Wrist Band,Fr. Agnel,Large,100,474,70.0,April
Gadgets,Wireless Mouse,Thakur College,128GB,590,330,340.0,July
Bags & Cases,College Pouch,Rizvi College,15-inch,890,452,710.0,April
Accessories,Wrist Band,RAIT,Small,210,406,130.0,December
Gadgets,Pendrive 32GB,DY Patil Pune,32GB,660,472,370.0,April
Gadgets,Pendrive 32GB,COEP,32GB,500,136,260.0,January
Bags & Cases,College Pouch,Wilson College,17-inch,830,365,450.0,November
Bags & Cases,College Pouch,PICT,13-inch,940,348,480.0,June
Apparel,Hoodie,PICT,S,780,306,490.0,June
Accessories,Shoes,NMIMS,UK10,240,353,120.0,March
Accessories,Keychain,SPIT,Large,250,283,150.0,April
Stationery,Sticky Notes,RAIT,A4,150,190,120.0,February
Apparel,Sweatshirt,AISSMS,M,410,275,250.0,February
Gadgets,Wireless Mouse,DY Patil Pune,128GB,510,294,450.0,May
Apparel,Hoodie,SIES,L,320,122,250.0,December
Gadgets,Pendrive 32GB,AISSMS,32GB,980,24,490.0,December
Gadgets,Earphones,DJ Sanghvi,32GB,1100,390,860.0,July
Bags & Cases,Backpack,VIT Pune,17-inch,180,230,140.0,April
Bags & Cases,Tote Bag,NMIMS,13-inch,520,208,430.0,November
Apparel,College T-Shirt,St. Xavier's Mumbai,M,670,443,480.0,June
Apparel,Sweatshirt,DY Patil Pune,M,530,399,280.0,April
Gadgets,Earphones,KJ Somaiya,128GB,1490,367,1320.0,January
Stationery,Sticky Notes,Thakur College,B5,120,458,70.0,August
Gadgets,Wireless Mouse,DJ Sanghvi,64GB,1090,300,810.0,March
Accessories,College Socks,KJ Somaiya,Free Size,330,86,270.0,December
Apparel,College T-Shirt,VIT Pune,M,320,383,230.0,February
Stationery,Sticky Notes,VIT Pune,A4,100,230,60.0,February
Bags & Cases,Laptop Bag,VESIT,13-inch,330,11,250.0,July
Stationery,Pen Set,DJ Sanghvi,A4,90,29,70.0,March
Gadgets,Earphones,St. Xavier's Mumbai,256GB,930,214,750.0,May
Apparel,Jacket,Mumbai University,L,620,309,500.0,March
Bags & Cases,Laptop Bag,Modern College,17-inch,790,224,560.0,January
Gadgets,Earphones,RAIT,256GB,1000,431,860.0,September
Bags & Cases,Tote Bag,SPIT,15-inch,920,489,820.0,September
Apparel,Sweatshirt,Thakur College,M,520,117,260.0,April
Stationery,Branded Notebook,Modern College,A5,80,190,50.0,May
Gadgets,Wireless Mouse,PICT,64GB,930,476,500.0,October
Accessories,Keychain,COEP,Adjustable,430,37,340.0,April
Stationery,Pen Set,AISSMS,B5,70,43,60.0,July
Apparel,College T-Shirt,Rizvi College,M,720,174,560.0,January
Gadgets,Pendrive 32GB,MIT WPU,32GB,980,251,560.0,October
Gadgets,Powerbank,DY Patil Pune,32GB,520,290,300.0,February
Accessories,Wrist Band,Thakur College,Large,180,228,160.0,June
Accessories,College Cap,Sinhgad College,Small,260,15,200.0,October
Stationery,Branded Notebook,Thakur College,B5,70,433,60.0,September
Accessories,College Badge,DY Patil Pune,Small,400,14,270.0,April
Bags & Cases,Laptop Bag,Mumbai University,17-inch,270,100,210.0,December
Accessories,Wrist Band,DY Patil Pune,Adjustable,190,500,150.0,April
Apparel,Hoodie,KJ Somaiya,S,610,169,450.0,February
Gadgets,Wireless Mouse,DJ Sanghvi,32GB,580,378,500.0,December
Gadgets,Earphones,PICT,256GB,1350,317,1160.0,October
Stationery,Branded Notebook,Sinhgad College,B5,90,98,60.0,October
Apparel,Jacket,DY Patil Pune,S,320,356,210.0,December
Gadgets,Wireless Mouse,DY Patil Pune,128GB,1500,277,930.0,May
Accessories,College Socks,DJ Sanghvi,Free Size,100,28,60.0,September
Stationery,Branded Notebook,Bhavan's College,B5,60,139,40.0,May
Stationery,Pen Set,Modern College,B5,80,13,50.0,August
Bags & Cases,College Pouch,St. Xavier's Mumbai,17-inch,510,136,360.0,October
Bags & Cases,Tote Bag,Mumbai University,13-inch,250,350,150.0,October
Apparel,Sweatshirt,VIT Pune,M,390,473,290.0,June
Accessories,College Badge,SPIT,Adjustable,270,493,200.0,August
Apparel,College T-Shirt,SKNCOE,M,710,15,510.0,November
Stationery,Pen Set,SPIT,A5,130,452,100.0,April
Gadgets,Pendrive 32GB,KJ Somaiya,256GB,690,342,360.0,October
Gadgets,Wireless Mouse,MIT WPU,128GB,1070,133,700.0,July
Accessories,Keychain,MIT WPU,Large,240,13,200.0,August
Apparel,Hoodie,AISSMS,L,560,346,370.0,October
Apparel,College T-Shirt,Bharati Vidyapeeth,M,320,231,190.0,December
Apparel,College T-Shirt,Mumbai University,S,380,43,230.0,December
Stationery,Branded Notebook,DJ Sanghvi,B5,110,308,60.0,June
Stationery,Folder,Rizvi College,A4,120,57,90.0,April
Apparel,Hoodie,AISSMS,M,440,392,280.0,March
Accessories,Keychain,PCCOE,Small,490,332,440.0,August
Bags & Cases,Laptop Bag,Sinhgad College,17-inch,590,56,380.0,April
Stationery,Branded Notebook,HR College,B5,130,193,80.0,December
Apparel,College T-Shirt,PCCOE,L,490,454,360.0,November
Accessories,Keychain,Sinhgad College,Adjustable,160,46,100.0,July
Gadgets,Earphones,Mumbai University,64GB,1250,172,860.0,April
Accessories,Shoes,VIIT,UK6,500,85,390.0,June
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,17-inch,420,130,240.0,February
Bags & Cases,Tote Bag,Sinhgad College,13-inch,330,174,180.0,October
Accessories,Shoes,Bhavan's College,UK8,450,99,290.0,November
Bags & Cases,Laptop Bag,Fr. Agnel,13-inch,920,328,660.0,January
Apparel,College T-Shirt,PCCOE,M,340,288,240.0,July
Gadgets,Powerbank,SIES,128GB,580,249,470.0,February
Bags & Cases,Laptop Bag,St. Xavier's Mumbai,17-inch,250,412,190.0,August
Apparel,Sweatshirt,MIT WPU,S,670,322,410.0,June
Bags & Cases,Laptop Bag,VIIT,17-inch,270,396,200.0,July
Stationery,Pen Set,Modern College,A4,80,243,60.0,September
Stationery,Sticky Notes,Bharati Vidyapeeth,B5,100,48,70.0,March
Bags & Cases,Backpack,Fr. Agnel,13-inch,790,315,670.0,March
Apparel,College T-Shirt,KJ Somaiya,M,680,383,570.0,June
Accessories,Shoes,NMIMS,UK7,190,324,130.0,January
Gadgets,Earphones,SPIT,64GB,500,158,450.0,October
Accessories,Shoes,Bharati Vidyapeeth,UK9,280,136,200.0,November
Gadgets,Wireless Mouse,DY Patil Pune,64GB,1470,472,920.0,June
Gadgets,Wireless Mouse,Sinhgad College,64GB,650,466,440.0,July
Accessories,Shoes,SIES,UK10,290,228,150.0,October
Gadgets,Earphones,SIES,128GB,1360,323,790.0,June
Stationery,Sticky Notes,MIT WPU,A4,130,129,70.0,June
Apparel,Hoodie,Rizvi College,L,460,189,260.0,May
Gadgets,Wireless Mouse,AISSMS,64GB,830,370,590.0,May
Bags & Cases,Tote Bag,NMIMS,15-inch,720,228,410.0,August
Stationery,Pen Set,Bharati Vidyapeeth,B5,90,131,60.0,October
Gadgets,Wireless Mouse,Rizvi College,128GB,1050,158,880.0,October
Stationery,Pen Set,AISSMS,B5,90,244,70.0,August
Apparel,Sweatshirt,HR College,S,640,436,560.0,March
Gadgets,Wireless Mouse,Wilson College,32GB,1110,484,690.0,September
Gadgets,Pendrive 32GB,SKNCOE,32GB,540,376,460.0,July
Gadgets,Pendrive 32GB,VIT Pune,128GB,1010,304,630.0,March
Accessories,Wrist Band,DY Patil Pune,Free Size,240,459,200.0,June
Accessories,College Badge,Thakur College,Large,310,338,180.0,July
Apparel,Sweatshirt,VESIT,L,750,398,670.0,April
Accessories,College Cap,SIES,Small,90,145,70.0,August
Gadgets,Wireless Mouse,SPIT,256GB,780,195,470.0,November
Apparel,College T-Shirt,DY Patil Pune,M,600,211,520.0,November
Bags & Cases,Backpack,PCCOE,17-inch,970,432,800.0,July
Bags & Cases,Tote Bag,Wilson College,17-inch,650,359,350.0,December
Bags & Cases,Tote Bag,Mumbai University,15-inch,440,472,240.0,March
Accessories,College Cap,Bhavan's College,Free Size,50,312,30.0,June
Apparel,Sweatshirt,HR College,L,600,434,500.0,May
Stationery,Sticky Notes,VESIT,A4,100,435,60.0,April
Bags & Cases,Tote Bag,SIES,17-inch,780,45,620.0,November
Accessories,College Socks,Sinhgad College,Small,130,456,90.0,September
Gadgets,Powerbank,Thakur College,32GB,1410,227,990.0,February
Accessories,Keychain,Bharati Vidyapeeth,Large,320,211,170.0,April
Gadgets,Powerbank,Fr. Agnel,64GB,820,333,450.0,May
Bags & Cases,Tote Bag,MIT WPU,13-inch,900,296,580.0,January
Apparel,Jacket,Fr. Agnel,S,500,117,410.0,April
Gadgets,Pendrive 32GB,Modern College,64GB,1370,458,790.0,November
Stationery,Folder,NMIMS,B5,100,336,80.0,September
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,17-inch,180,454,110.0,March
Gadgets,Powerbank,MIT WPU,256GB,780,392,540.0,September
Bags & Cases,College Pouch,PCCOE,17-inch,420,271,360.0,December
Gadgets,Wireless Mouse,HR College,128GB,680,55,420.0,September
Accessories,Keychain,SIES,Large,90,471,60.0,April
Stationery,Pen Set,Thakur College,A4,90,364,50.0,September
Apparel,Hoodie,KJ Somaiya,L,380,464,210.0,January
Bags & Cases,College Pouch,Bharati Vidyapeeth,17-inch,970,361,760.0,October
Bags & Cases,Backpack,Fr. Agnel,13-inch,620,427,450.0,May
Gadgets,Pendrive 32GB,Bharati Vidyapeeth,256GB,580,54,440.0,February
Stationery,Sticky Notes,HR College,A5,130,292,90.0,February
Stationery,Sticky Notes,SIES,A5,100,206,80.0,July
Apparel,Hoodie,Wilson College,M,580,216,420.0,August
Bags & Cases,Laptop Bag,Thakur College,15-inch,730,110,640.0,October
Apparel,Sweatshirt,Fr. Agnel,S,570,277,290.0,December
Bags & Cases,College Pouch,VESIT,15-inch,190,75,130.0,July
Accessories,College Badge,DY Patil Pune,Small,380,100,230.0,February
Apparel,College T-Shirt,DY Patil Pune,S,430,87,300.0,January
Apparel,Jacket,AISSMS,L,340,498,250.0,December
Accessories,College Cap,VESIT,Small,190,387,100.0,September
Bags & Cases,College Pouch,HR College,17-inch,280,341,240.0,August
Apparel,College T-Shirt,Wilson College,S,350,170,240.0,February
Stationery,Branded Notebook,NMIMS,A4,120,56,60.0,August
Bags & Cases,Backpack,PICT,17-inch,800,338,670.0,November
Gadgets,Wireless Mouse,Wilson College,256GB,990,340,630.0,January
Accessories,Keychain,PCCOE,Large,160,324,90.0,March
Stationery,Pen Set,Bhavan's College,B5,110,287,60.0,March
Apparel,Hoodie,HR College,M,640,84,360.0,October
Stationery,Folder,RAIT,B5,120,416,80.0,August
Accessories,Shoes,DJ Sanghvi,UK6,260,474,180.0,March
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,15-inch,160,383,140.0,June
Bags & Cases,Backpack,Wilson College,17-inch,220,405,150.0,March
Gadgets,Pendrive 32GB,AISSMS,256GB,790,265,640.0,December
Apparel,College T-Shirt,NMIMS,S,730,456,550.0,February
Accessories,College Cap,VESIT,Free Size,370,95,250.0,February
Accessories,Keychain,Modern College,Free Size,70,358,40.0,June
Bags & Cases,Backpack,NMIMS,17-inch,670,66,340.0,October
Accessories,College Cap,Wilson College,Small,50,374,30.0,June
Gadgets,Powerbank,SIES,128GB,1130,61,630.0,January
Accessories,Keychain,HR College,Adjustable,310,329,190.0,February
Stationery,Pen Set,DJ Sanghvi,B5,130,285,90.0,February
Apparel,College T-Shirt,PCCOE,M,500,400,300.0,September
Stationery,Folder,Sinhgad College,B5,150,437,110.0,January
Stationery,Branded Notebook,SKNCOE,B5,70,284,40.0,January
Bags & Cases,Tote Bag,Modern College,17-inch,610,138,310.0,February
Stationery,Sticky Notes,AISSMS,A5,60,455,50.0,January
Stationery,Folder,SIES,A5,90,224,80.0,December
Bags & Cases,Laptop Bag,Sinhgad College,17-inch,180,499,150.0,December
Stationery,Branded Notebook,Bhavan's College,A4,90,327,60.0,February
Apparel,Hoodie,SIES,S,710,322,570.0,January
